# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (SPLICE_SITE_ACCEPTOR)	Total score (SPLICE_SITE_ACCEPTOR)	Length (SPLICE_SITE_ACCEPTOR)	Bases affected (SPLICE_SITE_DONOR)	Total score (SPLICE_SITE_DONOR)	Length (SPLICE_SITE_DONOR)	Bases affected (SPLICE_SITE_REGION)	Total score (SPLICE_SITE_REGION)	Length (SPLICE_SITE_REGION)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Bases affected (UTR_3_PRIME)	Total score (UTR_3_PRIME)	Length (UTR_3_PRIME)	Bases affected (UTR_5_PRIME)	Total score (UTR_5_PRIME)	Length (UTR_5_PRIME)	Count (DOWNSTREAM)	Count (EXON)	Count (INTRON)	Count (NON_SYNONYMOUS_CODING)	Count (NON_SYNONYMOUS_START)	Count (SPLICE_SITE_ACCEPTOR)	Count (SPLICE_SITE_DONOR)	Count (SPLICE_SITE_REGION)	Count (START_GAINED)	Count (START_LOST)	Count (STOP_GAINED)	Count (STOP_LOST)	Count (SYNONYMOUS_CODING)	Count (SYNONYMOUS_STOP)	Count (UPSTREAM)	Count (UTR_3_PRIME)	Count (UTR_5_PRIME)
ASAH2B	ASAH2B	mRNA	0	0	5000	0	0	652	9	0	14882	9	0	14230	0	0	10	0	0	10	0	0	0	12	0	5000	0	0	69	0	0	85	0	0	9	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ASAP1	ASAP1	mRNA	10	0	5000	5	0	6346	940	0	391556	933	0	385210	0	0	60	0	0	60	1	0	0	4	0	5000	2	0	2626	0	0	351	10	0	933	1	0	0	0	1	0	0	0	0	4	0	4	2	0
ASAP1-IT1	ASAP1-IT1	Non-coding_transcript	7	0	5000	4	0	1179	0	0	1179	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASAP1-IT2	ASAP1-IT2	Non-coding_transcript	12	0	5000	3	0	2031	0	0	2031	0	0	0	0	0	0	0	0	0	0	0	0	18	0	5000	0	0	0	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
ASAP2	ASAP2	mRNA	8	0	5000	3	0	5717	443	0	198919	438	0	193202	0	0	54	0	0	54	0	0	0	6	0	5000	2	0	2356	0	0	340	8	0	438	1	0	0	0	0	0	0	0	0	2	0	6	2	0
ASAP3	ASAP3	mRNA	12	0	5000	4	0	4152	113	0	55695	110	0	51543	0	0	50	0	0	48	1	0	0	21	0	5000	3	0	1293	0	0	124	12	0	110	2	0	0	0	1	0	0	0	0	2	0	21	3	0
ASB1	ASB1	mRNA	7	0	5000	2	0	6833	73	0	25266	59	0	18433	0	0	8	0	0	8	0	0	0	8	0	5000	12	0	5739	0	0	86	7	0	59	0	0	0	0	0	0	0	0	0	2	0	8	12	0
ASB10	ASB10	mRNA	13	0	5000	3	0	2315	29	0	12135	27	0	9820	0	0	10	0	0	12	0	0	0	6	0	5441	1	0	269	0	0	371	13	0	27	2	0	0	0	0	0	0	0	0	1	0	6	1	0
ASB11	ASB11	mRNA	7	0	5000	2	0	2978	60	0	33916	58	0	30938	0	0	14	0	0	14	0	0	0	14	0	6065	1	0	1796	0	0	92	7	0	58	1	0	0	0	0	0	0	0	0	1	0	14	1	0
ASB12	ASB12	mRNA	2	0	5000	0	0	1293	7	0	6440	7	0	5147	0	0	4	0	0	4	0	0	0	5	0	5000	0	0	143	0	0	193	2	0	7	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ASB13	ASB13	mRNA	28	0	5000	14	0	2808	117	0	27739	104	0	24931	0	0	12	0	0	12	0	0	0	33	0	5000	13	0	1846	0	0	44	28	14	104	0	0	0	0	0	0	0	0	0	0	0	33	13	0
ASB14	ASB14	mRNA	7	0	5000	0	0	3207	40	0	24332	50	0	21125	0	0	20	0	0	20	0	0	0	22	0	10000	3	0	1290	1	0	121	7	0	50	0	0	0	0	0	0	0	0	0	0	0	22	3	1
ASB15	ASB15	mRNA	5	0	5000	5	0	3033	78	0	36014	72	0	32981	0	0	22	0	0	24	0	0	0	13	0	10000	1	0	899	0	0	367	5	0	72	3	0	0	0	0	0	0	0	0	2	0	13	1	0
ASB16	ASB16	mRNA	6	0	5000	2	0	2139	13	0	8378	9	0	6239	0	0	8	0	0	8	1	0	0	10	0	5000	2	0	693	0	0	84	6	0	9	1	0	0	0	1	0	0	0	0	1	0	10	2	0
ASB16-AS1	ASB16-AS1	Non-coding_transcript	7	0	5000	3	0	2258	11	0	10744	13	0	8486	0	0	8	0	0	6	0	0	0	8	0	5000	0	0	0	0	0	0	7	3	13	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ASB17	ASB17	mRNA	1	0	5000	1	0	1107	35	0	13559	34	0	12452	0	0	6	0	0	4	0	0	0	27	0	5000	0	0	79	0	0	140	1	1	34	1	0	0	0	0	0	0	0	0	0	0	27	0	0
ASB18	ASB18	mRNA	24	0	5000	5	0	1401	263	0	69474	258	0	68073	0	0	10	0	0	10	0	0	0	8	0	5000	0	0	0	0	0	0	24	0	258	2	0	0	0	0	0	0	0	0	3	0	8	0	0
ASB2	ASB2	mRNA	0	0	5000	3	0	3332	127	0	42578	122	0	39246	0	0	18	0	0	18	0	0	0	29	0	10000	2	0	503	0	0	859	0	0	122	0	0	0	0	0	0	0	0	0	3	0	29	2	0
ASB3	ASB3	mRNA	18	0	5000	0	0	2818	2	0	117030	1	0	114212	0	0	18	0	0	20	0	0	0	10	0	5161	2	0	523	3	0	761	18	0	1	0	0	0	0	0	1	0	0	0	0	0	10	2	3
ASB4	ASB4	mRNA	29	0	10000	0	0	4322	122	0	54331	116	0	50009	0	0	8	0	0	8	0	0	0	14	0	5000	8	0	2898	0	0	71	29	0	116	0	0	0	0	0	0	0	0	0	0	0	14	8	0
ASB5	ASB5	mRNA	17	0	5000	2	0	3029	197	0	55548	191	0	52519	0	0	12	0	0	12	0	0	0	12	0	5000	4	0	1925	0	0	114	17	0	191	1	0	0	0	0	0	0	0	0	1	0	12	4	0
ASB6	ASB6	mRNA	23	0	5000	3	0	4622	17	0	7566	10	0	2944	0	0	10	0	0	10	0	0	0	12	0	5000	10	0	3749	0	0	170	23	0	10	1	0	0	0	0	0	0	0	0	2	0	12	10	0
ASB7	ASB7	mRNA	31	0	10000	1	0	5130	119	0	49150	130	0	44020	0	0	10	0	0	10	1	0	0	15	0	5000	4	0	3396	1	0	769	31	0	130	0	0	0	0	1	1	0	0	0	1	0	15	4	1
ASB8	ASB8	mRNA	5	0	5000	1	0	2613	18	0	9806	20	0	7193	0	0	6	0	0	6	0	0	0	9	0	5000	4	0	1577	0	0	169	5	0	20	1	0	0	0	0	0	0	0	0	0	0	9	4	0
ASB9	ASB9	mRNA	13	0	5000	0	0	2058	58	0	26481	56	0	24423	0	0	16	0	0	16	0	0	0	11	0	5296	3	0	676	1	0	593	13	0	56	0	0	0	0	0	0	0	0	0	0	0	11	3	1
ASB9P1	ASB9P1	Non-coding_transcript	26	0	5000	8	0	1625	8	0	1625	0	0	0	0	0	0	0	0	0	0	0	0	20	0	5000	0	0	0	0	0	0	26	8	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
ASCC1	ASCC1	mRNA	13	0	5000	4	0	3513	236	0	121103	233	0	117590	0	0	24	0	0	28	0	0	0	5	0	6025	2	0	1454	0	0	542	13	3	233	1	0	0	0	0	0	0	1	0	0	0	5	2	0
ASCC2	ASCC2	mRNA	7	0	5000	4	0	2823	122	0	49697	115	0	46874	0	0	40	0	0	38	0	0	0	14	0	5000	3	0	405	0	0	144	7	0	115	4	0	0	0	0	0	0	0	0	0	0	14	3	0
ASCC3	ASCC3	mRNA	33	0	15000	7	0	11384	725	0	373178	716	0	361794	0	0	84	0	0	82	2	0	0	10	0	5000	9	0	4282	1	0	353	33	0	716	4	0	0	0	2	1	0	0	0	3	0	10	9	1
ASCL1	ASCL1	mRNA	9	0	5000	1	0	2484	3	0	2843	0	0	359	0	0	2	0	0	2	0	0	0	5	0	5000	2	0	1202	0	0	571	9	0	0	0	0	0	0	0	0	0	0	0	1	0	5	2	0
ASCL2	ASCL2	mRNA	17	0	5000	0	0	1849	1	0	2455	0	0	606	0	0	2	0	0	2	0	0	0	20	0	5000	0	0	647	1	0	620	17	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1
ASCL3	ASCL3	mRNA	18	0	5000	3	0	650	17	0	5462	17	0	4812	0	0	2	0	0	2	0	0	0	14	0	5000	0	0	44	0	0	60	18	0	17	1	0	0	0	0	0	0	0	0	2	0	14	0	0
ASCL4	ASCL4	mRNA	10	0	5000	0	0	2260	3	0	2260	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5000	1	0	907	2	0	831	10	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	2
ASCL5	ASCL5	mRNA	25	0	5000	0	0	1420	0	0	1420	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000	4	0	799	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0
ASF1A	ASF1A	mRNA	11	0	5000	0	0	2508	0	0	15095	0	0	12587	0	0	6	0	0	6	0	0	0	12	0	5000	5	0	1556	0	0	337	11	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	0
ASF1B	ASF1B	mRNA	1	0	5000	0	0	1731	4	0	17120	4	0	15389	0	0	6	0	0	6	0	0	0	4	0	5000	1	0	950	0	0	172	1	0	4	0	0	0	0	0	0	0	0	0	0	0	4	1	0
ASGR1	ASGR1	mRNA	10	0	5000	0	0	1503	8	0	6133	7	0	4630	0	0	16	0	0	16	0	0	0	14	0	5000	0	0	227	1	0	400	10	0	7	0	0	0	0	0	0	0	0	0	0	0	14	0	1
ASGR2	ASGR2	mRNA	21	0	5000	4	0	1544	55	0	13490	50	0	11946	0	0	18	0	0	20	1	0	0	15	0	5501	0	0	253	1	0	355	21	0	50	0	0	0	0	1	0	0	0	0	4	0	15	0	1
ASH1L	ASH1L	mRNA	2	0	5000	3	0	11774	213	0	227273	209	0	215499	0	0	54	0	0	54	1	0	0	6	0	5000	1	0	2399	0	0	480	2	0	209	2	0	0	0	1	0	0	0	0	1	0	6	1	0
ASH1L-AS1	ASH1L-AS1	Non-coding_transcript	5	0	5000	1	0	1964	0	0	1964	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASH2L	ASH2L	mRNA	2	0	5000	1	0	3301	42	0	34588	39	0	31287	0	0	30	0	0	32	0	0	0	4	0	5300	2	0	1009	0	0	703	2	0	39	0	0	0	0	0	0	0	0	0	1	0	4	2	0
ASIC1	ASIC1	Non-coding_transcript	4	0	5000	4	0	4736	39	0	25986	37	0	21250	0	0	24	0	0	28	0	0	0	16	0	10000	1	0	1973	0	0	296	4	2	37	1	0	0	0	0	0	0	0	0	2	0	16	1	0
ASIC2	ASIC2	mRNA	12	0	5000	2	0	4271	3657	0	1143720	3651	0	1139449	0	0	18	0	0	20	0	0	0	15	0	10000	4	0	877	0	0	1147	12	0	3651	0	0	0	0	0	0	0	0	0	2	0	15	4	0
ASIC3	ASIC3	Non-coding_transcript	8	0	5000	2	0	2314	0	0	4465	2	0	2151	0	0	22	0	0	20	0	0	0	9	0	5000	0	0	104	0	0	594	8	2	2	2	0	0	0	0	0	0	0	0	0	0	9	0	0
ASIC4	ASIC4	mRNA	13	0	5000	7	0	2844	65	0	24603	58	0	21759	0	0	16	0	0	16	0	0	0	4	0	5000	0	0	726	0	0	174	13	0	58	3	0	0	0	0	0	0	0	0	4	0	4	0	0
ASIC5	ASIC5	mRNA	21	0	5000	3	0	1692	157	0	36545	154	0	34853	0	0	18	0	0	18	1	0	0	15	0	5000	0	0	127	0	0	47	21	0	154	1	0	0	0	1	0	0	0	0	2	0	15	0	0
ASIP	ASIP	mRNA	11	0	5000	0	0	584	32	0	8978	31	0	8394	0	0	4	0	0	4	0	0	0	10	0	5000	1	0	175	0	0	10	11	0	31	0	0	0	0	0	0	0	0	0	0	0	10	1	0
ASL	ASL	mRNA	13	0	5000	0	0	2118	27	0	17554	23	0	15436	0	0	32	0	0	32	0	0	0	10	0	5058	4	0	430	0	0	293	13	0	23	0	0	0	0	0	0	0	0	0	0	0	10	4	0
ASMT	ASMT	mRNA	0	0	5000	0	0	1419	0	0	47627	0	0	46208	0	0	18	0	0	18	0	0	0	0	0	10085	0	0	67	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASMT.2	ASMT	mRNA	0	0	5000	0	0	1419	0	0	47627	0	0	46208	0	0	18	0	0	18	0	0	0	0	0	10085	0	0	67	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASMTL	ASMTL	mRNA	0	0	5000	0	0	2278	0	0	50624	0	0	48346	0	0	24	0	0	26	0	0	0	0	0	5785	0	0	130	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASMTL-AS1	ASMTL-AS1	Non-coding_transcript	0	0	6835	0	0	3017	0	0	14891	0	0	11874	0	0	10	0	0	10	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASMTL-AS1.2	ASMTL-AS1	Non-coding_transcript	0	0	6835	0	0	3017	0	0	14891	0	0	11874	0	0	10	0	0	10	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASMTL.2	ASMTL	mRNA	0	0	5000	0	0	2278	0	0	50624	0	0	48346	0	0	24	0	0	26	0	0	0	0	0	5785	0	0	130	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASNA1	ASNA1	mRNA	3	0	5000	0	0	1280	6	0	10832	6	0	9552	0	0	12	0	0	12	0	0	0	0	0	5000	0	0	219	0	0	14	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASNS	ASNS	mRNA	21	0	5000	2	0	2526	56	0	20426	54	0	17900	0	0	28	0	0	28	1	0	0	8	0	5377	0	0	142	2	0	710	21	0	54	1	0	0	0	1	0	0	0	0	1	0	8	0	2
ASNSD1	ASNSD1	mRNA	7	0	5000	2	0	2471	16	0	9433	11	0	6962	0	0	10	0	0	10	0	0	0	1	0	5000	1	0	105	2	0	434	7	0	11	1	0	0	0	0	1	0	0	0	1	0	1	1	2
ASPA	ASPA	mRNA	25	0	5000	1	0	1483	64	0	25297	63	0	23814	0	0	12	0	0	12	0	0	0	18	0	6892	1	0	318	0	0	223	25	0	63	0	0	0	0	0	0	0	0	0	1	0	18	1	0
ASPDH	ASPDH	mRNA	7	0	5000	0	0	1257	0	0	3091	4	0	1834	0	0	12	0	0	14	0	0	0	1	0	5805	0	0	130	1	0	243	7	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	1
ASPG	ASPG	mRNA	6	0	5000	0	0	1972	48	0	27024	48	0	25052	0	0	30	0	0	30	1	0	0	12	0	5000	0	0	165	0	0	85	6	0	48	0	0	0	0	1	0	0	0	0	0	0	12	0	0
ASPH	ASPH	mRNA	40	0	20000	0	0	12033	436	0	214085	429	0	202052	0	0	60	0	0	54	1	0	0	24	0	10000	16	0	8614	0	0	430	40	0	429	0	0	0	0	1	0	0	0	0	0	0	24	16	0
ASPHD1	ASPHD1	mRNA	5	0	5000	0	0	1478	2	0	5231	2	0	3753	0	0	4	0	0	4	0	0	0	2	0	5000	0	0	159	0	0	146	5	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASPHD2	ASPHD2	mRNA	5	0	5000	1	0	3313	46	0	15699	38	0	12386	0	0	6	0	0	6	0	0	0	8	0	5000	7	0	1806	0	0	397	5	0	38	0	0	0	0	0	0	0	0	0	1	0	8	7	0
ASPM	ASPM	mRNA	17	0	5000	18	0	10888	105	0	62568	99	0	51680	0	0	54	0	0	54	1	0	0	9	0	5000	1	0	197	0	0	257	17	0	99	8	0	0	0	1	0	0	0	0	10	0	9	1	0
ASPN	ASPN	mRNA	5	0	5000	1	0	2524	0	0	26356	0	0	23832	0	0	14	0	0	14	0	0	0	7	0	5000	3	0	1259	0	0	300	5	0	0	0	0	0	0	0	0	0	0	0	1	0	7	3	0
ASPRV1	ASPRV1	mRNA	20	0	5000	1	0	2174	0	0	2174	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5000	1	0	565	0	0	577	20	0	0	1	0	0	0	0	0	0	0	0	0	0	11	1	0
ASPSCR1	ASPSCR1	mRNA	6	0	5000	1	0	2125	47	0	39857	46	0	37732	0	0	32	0	0	32	1	0	0	5	0	5000	0	0	84	0	0	97	6	1	46	0	0	0	0	1	0	0	0	0	1	0	5	0	0
ASRGL1	ASRGL1	mRNA	7	0	5000	1	0	2419	181	0	56114	172	0	53695	0	0	14	0	0	12	0	0	0	16	0	5000	7	0	1131	2	0	361	7	0	172	0	0	0	0	0	0	0	0	0	1	0	16	7	2
ASS1	ASS1	mRNA	11	0	5000	3	0	1848	164	0	56568	161	0	54720	0	0	30	0	0	30	2	0	0	22	0	5000	0	0	253	0	0	356	11	0	161	0	0	0	0	2	0	0	0	0	3	0	22	0	0
ASTE1	ASTE1	Non-coding_transcript	5	0	5000	3	0	2853	24	0	12982	22	0	10129	0	0	14	0	0	16	0	0	0	9	0	5000	0	0	184	1	0	494	5	2	22	0	0	0	0	0	0	0	0	0	2	0	9	0	1
ASTL	ASTL	mRNA	4	0	5000	2	0	1296	18	0	14587	16	0	13291	0	0	16	0	0	16	0	0	0	4	0	5000	0	0	0	0	0	0	4	0	16	2	0	0	0	0	0	0	0	0	0	0	4	0	0
ASTN1	ASTN1	mRNA	29	0	13759	6	0	7705	628	0	307600	623	0	299895	0	0	46	0	0	44	1	0	0	14	0	5000	8	0	3548	0	0	228	29	0	623	3	0	0	0	1	0	0	0	0	3	0	14	8	0
ASTN2	ASTN2	mRNA	32	0	10000	4	0	7923	3183	0	989814	3176	0	981891	0	0	46	0	0	52	0	0	0	15	0	10048	12	0	3314	1	0	597	32	0	3176	0	0	0	0	0	0	0	0	0	4	0	15	12	1
ASUN	ASUN	mRNA	6	0	5000	1	0	2976	42	0	33143	40	0	30167	0	0	32	0	0	32	0	0	0	5	0	5000	0	0	318	1	0	537	6	0	40	0	0	0	0	0	0	0	0	0	1	0	5	0	1
ASXL1	ASXL1	mRNA	13	0	10000	5	0	7425	114	0	80976	103	0	73551	0	0	24	0	0	22	0	0	0	6	0	5000	6	0	2361	0	0	432	13	0	103	3	0	0	0	0	0	0	0	0	2	0	6	6	0
ASXL2	ASXL2	mRNA	9	0	5000	2	0	7174	294	0	139060	290	0	131886	0	0	22	0	0	22	0	0	0	12	0	5000	2	0	2645	0	0	221	9	0	290	2	0	0	0	0	0	0	0	0	0	0	12	2	0
ASXL3	ASXL3	mRNA	6	0	5000	5	0	7642	340	0	168859	334	0	161217	0	0	22	0	0	22	0	0	0	9	0	5000	1	0	840	0	0	55	6	0	334	4	0	0	0	0	0	0	0	0	1	0	9	1	0
ASZ1	ASZ1	Non-coding_transcript	12	0	5093	3	0	3011	127	0	64302	125	0	61291	0	0	24	0	0	24	0	0	0	9	0	5000	1	0	374	0	0	63	12	3	125	1	0	0	0	0	0	0	0	0	0	0	9	1	0
ATAD1	ATAD1	mRNA	1	0	5000	1	0	3034	116	0	65043	112	0	62009	0	0	18	0	0	18	0	0	0	8	0	5000	2	0	1569	1	0	379	1	0	112	1	0	0	0	0	1	0	0	0	0	0	8	2	1
ATAD2	ATAD2	mRNA	2	0	5000	2	0	5564	56	0	76615	53	0	71051	0	0	54	0	0	54	0	0	0	8	0	5000	1	0	1283	0	0	108	2	0	53	0	0	0	0	0	0	0	0	0	2	0	8	1	0
ATAD2B	ATAD2B	mRNA	9	0	5000	2	0	8055	364	0	178403	360	0	170348	0	0	54	0	0	56	0	0	0	8	0	5000	2	0	3382	0	0	296	9	0	360	2	0	0	0	0	0	0	0	0	0	0	8	2	0
ATAD3A	ATAD3A	mRNA	10	0	5000	3	0	2807	42	0	22545	39	0	19738	0	0	32	0	0	32	2	0	0	3	0	5387	0	0	615	0	0	319	10	0	39	3	0	0	0	2	0	0	0	0	0	0	3	0	0
ATAD3B	ATAD3B	mRNA	3	0	5000	1	0	2433	47	0	24419	46	0	21986	0	0	30	0	0	30	0	0	0	5	0	5000	0	0	385	0	0	101	3	0	46	0	0	0	0	0	0	0	0	0	1	0	5	0	0
ATAD3C	ATAD3C	mRNA	7	0	5000	1	0	3859	35	0	20470	29	0	16611	0	0	22	0	0	22	1	0	0	8	0	5000	3	0	1628	2	0	995	7	0	29	1	0	0	0	1	0	0	0	0	0	0	8	3	2
ATAD5	ATAD5	mRNA	3	0	5000	13	0	6242	153	0	63273	139	0	57031	0	0	44	0	0	44	4	0	0	21	0	5000	0	0	364	1	0	343	3	0	139	8	0	0	0	4	0	0	0	0	5	0	21	0	1
ATAT1	ATAT1	mRNA	0	0	7150	0	0	2919	0	0	19985	0	0	17066	0	0	26	0	0	26	0	0	0	0	0	5050	0	0	1287	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATAT1.2	ATAT1	mRNA	0	0	7150	0	0	2919	0	0	19987	0	0	17068	0	0	26	0	0	26	0	0	0	0	0	5050	0	0	1287	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATAT1.3	ATAT1	mRNA	0	0	7150	0	0	2919	0	0	19986	0	0	17067	0	0	26	0	0	26	0	0	0	0	0	5050	0	0	1287	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATAT1.4	ATAT1	mRNA	0	0	7150	0	0	2919	0	0	19986	0	0	17067	0	0	26	0	0	26	0	0	0	0	0	5050	0	0	1287	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATAT1.5	ATAT1	mRNA	0	0	7150	0	0	2919	0	0	19988	0	0	17069	0	0	26	0	0	26	0	0	0	0	0	5050	0	0	1287	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATAT1.6	ATAT1	mRNA	0	0	7150	0	0	2919	0	0	19986	0	0	17067	0	0	26	0	0	26	0	0	0	0	0	5050	0	0	1287	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATAT1.7	ATAT1	mRNA	0	0	7150	0	0	2919	0	0	19984	0	0	17065	0	0	26	0	0	26	0	0	0	0	0	5050	0	0	1287	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATCAY	ATCAY	mRNA	10	0	5000	0	0	5036	118	0	47463	113	0	42427	0	0	24	0	0	24	0	0	0	19	0	5000	5	0	3490	0	0	430	10	0	113	0	0	0	0	0	0	0	0	0	0	0	19	5	0
ATE1	ATE1	mRNA	14	0	5000	15	0	5514	535	0	188381	521	0	182867	0	0	24	0	0	26	0	0	0	8	0	5738	10	0	3259	1	0	780	14	15	521	1	0	0	0	0	0	0	0	0	3	0	8	10	1
ATF1	ATF1	mRNA	8	0	5000	1	0	2505	118	0	57155	114	0	54650	0	0	12	0	0	12	2	0	0	11	0	5000	3	0	1381	0	0	308	8	0	114	0	0	0	0	2	0	0	0	0	1	0	11	3	0
ATF2	ATF2	Non-coding_transcript	19	0	10000	2	0	4852	164	0	95957	163	0	91105	0	0	34	0	0	32	0	0	0	3	0	5000	2	0	3053	1	0	411	19	2	163	0	0	0	0	0	1	0	0	0	0	0	3	2	1
ATF3	ATF3	mRNA	15	0	5000	1	0	2545	174	0	55444	171	0	52899	0	0	16	0	0	12	0	0	0	21	0	15000	5	0	1672	0	0	617	15	0	171	0	0	0	0	0	0	1	0	0	0	0	21	5	0
ATF4	ATF4	mRNA	13	0	5000	1	0	2027	0	0	2128	0	0	101	0	0	4	0	0	4	0	0	0	9	0	5005	0	0	84	0	0	887	13	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0
ATF5	ATF5	mRNA	2	0	5000	0	0	2604	4	0	5235	7	0	2631	0	0	6	0	0	8	0	0	0	11	0	6502	4	0	844	2	0	911	2	0	7	0	0	0	0	0	0	0	0	0	0	0	11	4	2
ATF6	ATF6	mRNA	19	0	5000	10	0	7546	558	0	197827	523	0	190281	0	0	30	0	0	30	1	0	0	8	0	5000	24	0	5416	1	0	117	19	0	523	4	0	0	0	1	0	0	0	0	6	0	8	24	1
ATF6B	ATF6B	mRNA	0	0	5000	0	0	2616	0	0	12971	0	0	10355	0	0	34	0	0	36	0	0	0	0	0	5000	0	0	471	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATF6B.2	ATF6B	mRNA	0	0	5000	0	0	2616	0	0	12971	0	0	10355	0	0	34	0	0	36	0	0	0	0	0	5000	0	0	471	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATF6B.3	ATF6B	mRNA	0	0	5000	0	0	2616	0	0	12973	0	0	10357	0	0	34	0	0	36	0	0	0	0	0	5000	0	0	471	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATF6B.4	ATF6B	mRNA	0	0	5000	0	0	2616	0	0	12973	0	0	10357	0	0	34	0	0	36	0	0	0	0	0	5000	0	0	471	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATF7	ATF7	mRNA	7	0	14203	2	0	7351	176	0	118560	174	0	111209	0	0	24	0	0	30	0	0	0	15	0	5419	3	0	5433	0	0	204	7	2	174	0	0	0	0	0	0	0	0	0	2	0	15	3	0
ATF7IP	ATF7IP	mRNA	28	0	10000	3	0	10120	286	0	137304	271	0	127184	0	0	30	0	0	30	0	0	0	19	0	10000	13	0	5726	1	0	523	28	0	271	2	0	0	0	0	1	0	0	0	1	0	19	13	1
ATF7IP2	ATF7IP2	mRNA	19	0	5000	14	0	3708	315	0	97584	301	0	93876	0	0	24	0	0	24	0	0	0	23	0	10000	8	0	1739	2	0	270	19	14	301	0	0	0	0	0	0	0	0	0	6	0	23	8	2
ATG10	ATG10	mRNA	11	0	5000	3	0	2426	399	0	283373	391	0	280947	0	0	16	0	0	16	0	0	0	7	0	5000	5	0	1334	0	0	429	11	0	391	3	0	0	0	0	0	0	0	0	0	0	7	5	0
ATG101	ATG101	mRNA	9	0	5000	0	0	1437	27	0	7522	26	0	6085	0	0	6	0	0	8	0	0	0	5	0	5000	0	0	305	1	0	475	9	0	26	0	0	0	0	0	0	0	0	0	0	0	5	0	1
ATG12	ATG12	Non-coding_transcript	15	0	5000	9	0	4562	32	0	13655	24	0	9093	0	0	10	0	0	10	0	0	0	4	0	5000	7	0	3668	0	0	299	15	9	24	1	0	0	0	0	0	0	0	0	0	0	4	7	0
ATG13	ATG13	mRNA	2	0	5000	3	0	6074	60	0	58743	53	0	52669	0	0	38	0	0	38	0	0	0	2	0	5000	4	0	3686	1	0	903	2	0	53	1	0	0	0	0	0	0	0	0	2	0	2	4	1
ATG14	ATG14	mRNA	19	0	5000	3	0	4743	99	0	45468	90	0	40725	0	0	18	0	0	18	0	0	0	15	0	5000	6	0	3228	0	0	36	19	0	90	0	0	0	0	0	0	0	0	0	3	0	15	6	0
ATG16L1	ATG16L1	mRNA	19	0	5000	1	0	3405	116	0	44104	109	0	40699	0	0	36	0	0	36	1	0	0	13	0	5000	5	0	1324	1	0	601	19	0	109	1	0	0	0	1	0	0	0	0	0	0	13	5	1
